171	9	9	4000000000
171	9	171	1000000000
183	9	9	3000000000
183	9	183	1000000000
185	9	9	2900000000
185	9	185	100000000
187	9	9	2800000000
187	9	187	100000000
192	187	192	100000000
227	185	227	100000000
255	9	9	1800000000.0000002
255	9	255	1000000000
504	192	504	100000000
504	255	504	1000000000
504	367	504	5000000000
533	293	293	2500000000
533	293	533	2500000000
555	533	533	2400000000
555	533	555	100000000
557	533	555	2304000000
557	533	557	96000000
557	555	555	96000000
557	555	557	4000000
558	555	557	2400000000
558	557	557	100000000
559	557	555	100000000
559	557	557	2400000000
600	275	598	5000000000
600	424	598	5000000000
600	438	598	5000000000
600	449	598	5000000000
600	457	598	5000000000
601	324	599	5000000000
609	336	336	2500000000
609	336	607	2500000000
724	509	722	5000000000
724	514	722	5000000000
746	364	744	5000000000
746	517	744	5000000000
962	610	960	5000000000
962	755	960	5000000000
962	788	960	5000000000
1075	446	1073	5000000000
1075	472	1073	5000000000
1075	480	1073	5000000000
1075	500	1073	5000000000
1075	529	1073	5000000000
1075	573	1073	5000000000
1075	638	1073	5000000000
1075	773	1073	5000000000
1075	840	1073	5000000000
1075	844	1073	5000000000
1077	336	744	2500000000
1077	414	744	5000000000
1077	550	744	5000000000
1077	680	744	5000000000
1077	746	744	5000000000
1077	830	744	5000000000
1206	401	1203	5000000000
1206	440	1203	5000000000
1206	604	1203	5000000000
1206	789	1203	5000000000
1206	951	1203	5000000000
1206	966	1203	5000000000
1206	976	1203	5000000000
1206	1009	1203	5000000000
1236	764	1233	5000000000
1236	901	1233	5000000000
1320	327	744	5000000000
1320	468	744	5000000000
1320	783	744	5000000000
1320	825	744	5000000000
1320	956	744	5000000000
1320	962	744	5000000000
1320	1016	744	5000000000
1320	1114	744	5000000000
1320	1143	744	5000000000
1320	1157	744	5000000000
1414	837	1410	5000000000
1414	943	1410	5000000000
1414	1003	1410	5000000000
1480	621	744	5000000000
1480	1211	744	5000000000
1480	1260	744	5000000000
1480	1316	744	5000000000
1480	1319	744	5000000000
1480	1353	744	5000000000
1613	866	1608	5000000000
1613	939	1608	5000000000
1613	1001	1608	5000000000
1613	1015	1608	5000000000
1613	1048	1608	5000000000
1613	1132	1608	5000000000
1613	1153	1608	5000000000
1613	1154	1608	5000000000
1613	1225	1608	5000000000
1613	1289	1608	5000000000
1795	1430	1790	5000000000
1974	1137	744	5000000000
1974	1162	744	5000000000
1974	1362	744	5000000000
1974	1403	744	5000000000
1974	1411	744	5000000000
1974	1417	744	5000000000
1974	1418	744	5000000000
1974	1419	744	5000000000
1974	1420	744	5000000000
1974	1534	744	5000000000
1974	1541	744	5000000000
1974	1597	744	5000000000
1974	1600	744	5000000000
1974	1613	744	5000000000
1974	1620	744	5000000000
1974	1643	744	5000000000
1974	1735	744	5000000000
1974	1742	744	5000000000
1974	1757	744	5000000000
1974	1765	744	5000000000
1997	1681	1991	5000000000
